nm_place,type_place
首都农资(永发店),集市市场
首都农资(四季丰登店),集市市场
首都农资(怀长路店),集市市场
首都农资(洪彬店),集市市场
首都农资(德良店),集市市场
首都旅游集团老干部活动中心,其他休闲场馆
首都粮食博物馆,博物馆
北京人艺实验剧场,剧场
首都剧场,剧场
首都经贸大学密云分校-信息中心,培训机构
首都经济贸易大学-专业硕士教育中心,培训机构
首都经济贸易大学西区-羽毛球馆,其他体育场馆
首都经济贸易大学-网球场,其他体育场馆
首都经济贸易大学外语语言实验中心,培训机构
首都经济贸易大学塑胶篮球场,其他体育场馆
首都经济贸易大学乒乓球,其他体育场馆
首都经济贸易大学密云分校图书楼,其他休闲场馆
首都经济贸易大学东区图书馆,其他休闲场馆
首都经济贸易大学MBA教育中心,培训机构
首都机场希尔顿酒店,酒店
首都机场老干部活动中心,其他休闲场馆
首都机场街道综合文化中心,文化活动中心（街道）
首都机场街道图书馆,其他休闲场馆
首都滑冰馆,其他体育场馆
首都航天长虹武馆,其他体育场馆
首都电影院西单店12号厅,电影院
首都电影院(西单店),电影院
首都电影院昌平店4号厅,电影院
首都电影院（昌平店）,电影院
西单首都电影院9号厅,电影院
首都电影院(中华店),电影院
首都电影院(西单店),电影院
首都电影院(金融街店),电影院
首都电影院,电影院
首都大酒店咖啡厅,咖啡厅
首都大酒店·清风朗月茶吧,酒吧茶馆
首都博物馆,博物馆
首都宾馆游泳池,其他体育场馆
首都宾馆,酒店
首都标准文献馆,书店
首东航技术培训中心,培训机构
首大青少年眼科中心,其他休闲场馆
首创中传传媒产业创新中心,产业园区
郎园Station,产业园区
首创公园城格斗健身俱乐部,体育俱乐部
首创大厦,写字楼
首创奥特莱斯C区休闲广场,城市广场
首创奥特莱斯,综合商场
首创郎园Station-准点剧场,剧场
首创郎园Station-集装箱剧场,剧场
郎园Station,产业园区
郎园Station,产业园区
首城剧本桌游馆,其他休闲场馆
首城国际中心,写字楼
首城国际休闲园,游园
首城国际,写字楼
首诚农业产业园,产业园区
首昌创业,产业园区
首菜便民市场(长辛店，店),集市市场
首博食间,咖啡厅
守拙堂茶舍,酒吧茶馆
守顺樱桃园,其他休闲场馆
守生采摘园,其他休闲场馆
守兰农家住宿,其他休闲场馆
手作自习室Tufting毛毛毯(长楹天街店),其他休闲场馆
手作自习室Tufting毛毛毯(传媒大学店),其他休闲场馆
手作自习室Tufting·东东高达模玩(三里屯综合店),其他休闲场馆
手作造物,其他休闲场馆
手作研究所·北京798毛毛毯Tufting·手工玻璃,其他休闲场馆
手作烟斗,其他休闲场馆
手作上瘾传统工艺创作空间(西铁营万达广场店),其他休闲场馆
手作上瘾传统工艺传承创作空间(双井店),其他休闲场馆
手作·時光流金,其他休闲场馆
手掌鈊银饰DIY(海淀店),其他休闲场馆
手意铺DIY心情画室,其他休闲场馆
手帕口桥南游园,游园
手机壳一网不捞鱼(搜秀城店),其他休闲场馆
手机壳博物馆·玩壳工厂,其他休闲场馆
手机大世界A13号,综合商场
手工姜糖,其他休闲场馆
收购旧书,书店
室外乒乓球长廊,其他体育场馆
室外空中球场,其他体育场馆
室内网球馆(祥云气膜馆),其他演出场馆
室内篮球羽毛球场馆(乐博骏驰店),其他体育场馆
适怡茶馆,酒吧茶馆
适能健身工作室,其他体育场馆
适咖啡,咖啡厅
适轰趴俱乐部,体育俱乐部
是金子啊女子普拉提工作室,其他体育场馆
柿子红了,其他休闲场馆
视在空间,
视空间,
视客vr,其他休闲场馆
视觉科技,其他休闲场馆
视觉经典美术馆,美术馆
视觉工厂(珠市口店),其他休闲场馆
视保行近视防控中心,其他休闲场馆
视•巅峰艺术空间,
饰品帽子百货(大兴区店),综合商场
饰戒观DIY银饰·开蚌,其他休闲场馆
势象空间,美术馆
势象空间,艺术中心
市政培训中心,培训机构
市政管委培训中心,培训机构
市政工程管理处第二工程管理所二所三工区,产业园区
市政府宽沟招待所-网球馆,其他体育场馆
市隐晓居瑜伽(林肯公园店),其他体育场馆
市隐晓居瑜伽(槐房万达店),其他体育场馆
市隐晓居瑜伽(爱情海购物公园店),其他体育场馆
市隐晓居(凯德峡谷店),其他体育场馆
市外桃苑精品民宿,其他休闲场馆
市外桃苑·住宿烧烤·家庭朋友聚会,其他休闲场馆
市民学习广场,城市广场
市民委宿舍区职工文化活动站,其他休闲场馆
市民亲水垂钓区,其他休闲场馆
市井视景老北京沉浸式生活体验馆,其他休闲场馆
市国税局培训中心,培训机构
市公安局监管总队老干部活动站,其他休闲场馆
市场购物入口,综合商场
市场东巷游园,游园
仕才农家院,其他休闲场馆
世知书店,书店
世源农庄采摘园,其他休闲场馆
北京世园公园,专类公园
北京世园公园,专类公园
北京世园公园,专类公园
世园公园,其他户外景区
世尧篮球(温体校区),其他体育场馆
世尧篮球(世纪金源购物中心店),其他体育场馆
世尧,其他体育场馆
世文图书音像有限责任公司图书发行部,书店
世外苑农场,其他休闲场馆
世外园农家院,其他休闲场馆
世外桃源樱桃采摘园,其他休闲场馆
世外桃源农家院,其他休闲场馆
世外桃园(友谊林路店),其他休闲场馆
世外逃园密室逃脱,其他休闲场馆
世外茗庄茶楼,酒吧茶馆
世涛体育活动中心羽毛球馆,其他体育场馆
世態LAB篮球馆,其他体育场馆
世全通会展中心,艺术中心
世宁大厦,写字楼
世贸英派斯健身,其他体育场馆
世贸天阶商铺,综合商场
世贸天阶北街-N3门,综合商场
世贸天阶,综合商场
世贸商城(新燕莎金街购物广场店),综合商场
世茂广场(工三店),综合商场
世茂广场(工三店),综合商场
世茂工三商场B1,综合商场
世茂广场(工三店),综合商场
世龙国际影音,电影院
世爵台球,其他体育场馆
世界之鹿广场,城市广场
世界之花假日广场篮球场(北京爱琴海购物公园店),其他体育场馆
世界之花假日广场-B3座,综合商场
世界之花假日广场,综合商场
世界月季主题园,专类公园
世界园艺博览会,其他户外景区
世界休闲大会,其他休闲场馆
世界卫生组织精神卫生研究和培训协作中心,培训机构
世界图书出版公司(北京经营部),书店
世界青商俱乐部,体育俱乐部
世界侨商中心运河商务区,产业园区
世界侨商中心,写字楼
世界葡萄博览园,专类公园
世界啤酒体验馆,酒吧茶馆
世界联合书局,书店
世界空手道联盟北京空手道会(首都师范大学店),其他体育场馆
世界精英联盟艺术中心,
世界画廊,画廊
世界花卉大观园,专类公园
世界功夫研习中心,培训机构
世界公园-艺术剧场,剧场
世界公园-林肯纪念堂,纪念馆
世界公园GT儿童赛车乐园,其他体育场馆
世界城商业街,综合商场
世間推理社,其他休闲场馆
世纪悦途会员俱乐部,体育俱乐部
世纪园商城(商业街店),综合商场
世纪毅动体育(佳运广场店),其他体育场馆
世纪阳光假日酒店-保龄球馆,其他体育场馆
世纪兴卓科技产业基地,产业园区
世纪星滑冰场(北京万科半岛广场店),其他体育场馆
世纪星滑冰场,其他体育场馆
世纪星国际冰雪体育中心咖啡厅,咖啡厅
世纪星国际冰雪体育中心,其他体育场馆
世纪文越跆拳道馆良乡馆,其他体育场馆
世纪文越跆拳道馆(长阳馆),其他体育场馆
世纪天乐服装批发市场,集市市场
世纪天鼎购物广场-东配楼,综合商场
世纪双都国际科技交流中心,其他休闲场馆
世纪书缘图书有限公司,书店
世纪书缘,书店
世纪生活会员体验中心玖酷精酿,酒吧茶馆
世纪山水文化图书发行有限公司,书店
世纪森林公园,其他户外景区
世纪墙文化艺术中心,
世纪朋博俱乐部,体育俱乐部
世纪朋博·茶社·台球·棋牌,酒吧茶馆
世纪喷泉广场,城市广场
世纪隆兴,集市市场
世纪隆购物中心,综合商场
世纪隆购物中心,综合商场
世纪龙鼎网球场,其他体育场馆
世纪良子健身北京旗舰店,其他体育场馆
世纪联华购物中心(大顺路店),综合商场
世纪咖啡,咖啡厅
世纪剧院-小剧场,剧场
世纪剧院（北京市朝阳区亮马桥路40号）,剧场
世纪剧院,剧场
世纪精英辉煌技术培训中心,培训机构
世纪京泰家具(北京)产业园,产业园区
世纪金源中心,写字楼
世纪金源-游泳池,其他体育场馆
世纪金源香山商旅酒店-户外网球场,其他体育场馆
世纪金源相声剧场-盛玺茶苑店,剧场
世纪金源南广场,城市广场
世纪金源购物中心6层钛客实验室,综合商场
世纪金源购物中心,综合商场
世纪金源大饭店,酒店
世纪金源·流香轩茶艺居,酒吧茶馆
世纪金源 一殿酒吧,酒吧茶馆
世纪金龙讲礼店,综合商场
世纪健身,其他体育场馆
世纪家家福生活广场(和义店),综合商场
世纪火炎,其他体育场馆
世纪环美采摘园,其他休闲场馆
世纪华联购物中心(南十里居北路店),综合商场
世纪华联购物中心(里二泗店),综合商场
世纪华联购物中心,综合商场
世纪翰墨画廊（北京1）,画廊
世纪港湾商城,综合商场
世纪村社区社区文化活动室,其他休闲场馆
世纪城文化广场,城市广场
世纪茶贸中心,写字楼
世纪财富中心,写字楼
世纪安联技术培训中心,培训机构
世豪游泳健身俱乐部(新世界百货崇文店综合馆),体育俱乐部
世豪俱乐部(新世界家园店),体育俱乐部
世豪健身游泳俱乐部,体育俱乐部
世罕泉,酒吧茶馆
世方艺术中心,
世代百货,综合商场
世邦·城市广场,城市广场
世奥国际中心,写字楼
士林采摘农家院,其他休闲场馆
士达台球俱乐部,体育俱乐部
士超采摘园,其他休闲场馆
始之商城,综合商场
矢量咖啡(长阳万科半岛广场店),咖啡厅
矢量咖啡(鸿坤店),咖啡厅
矢量咖啡(大兴大悦春风里店),咖啡厅
矢量咖啡,咖啡厅
矢虎射羿射箭馆,其他体育场馆
史中坞村文化大院,其他休闲场馆
史家营乡综合文化中心,文化活动中心（街道）
史家营乡教育委员会,其他休闲场馆
史家焦刘洋游泳俱乐部(朝阳店),体育俱乐部
史家胡同博物馆,博物馆
史东仪葡萄采摘园,其他休闲场馆
莳柒书房,其他休闲场馆
食小路,综合商场
食享农场,其他休闲场馆
食为先生态农业园,其他休闲场馆
食堂•空间,
食食食食健身中心,其他体育场馆
食品营养与人类健康高精尖创新中心,培训机构
食品学院办公服务中心,培训机构
食品工业园区1区,产业园区
食品百货,综合商场
食林外传食界玩家培训管理中心,培训机构
食客街,综合商场
食间,咖啡厅
食寶街(西站店),综合商场
食宝街抓娃娃机,其他休闲场馆
食宝街小集市,集市市场
食宝街,综合商场
拾指守艺·手作·团建(双井店),其他休闲场馆
拾珎书店,书店
拾珍坊茶艺(西直门店),酒吧茶馆
拾阅书屋,书店
拾月剧场·北京失眠夜,剧场
拾院（东城区沙滩北街3号院）,住宅楼
拾院,其他休闲场馆
拾鱼艺术空间,其他休闲场馆
拾银添晶DIY原创手作饰品,其他休闲场馆
拾一区·茶书房(凤凰汇店),酒吧茶馆
拾一区·茶空间,酒吧茶馆
拾闲咖啡(诺德中心店),咖啡厅
拾夕山舍,其他休闲场馆
拾万空间,展览馆
拾柒家·实景剧本推理游戏桌游社,其他休闲场馆
拾念小院咖啡与杂货,咖啡厅
拾年咖啡(清华大学店),咖啡厅
拾年咖啡,咖啡厅
拾年茶馆,酒吧茶馆
拾陆研咖啡(中图大楼店),咖啡厅
拾陆研,咖啡厅
拾两赵茶馆棋牌,酒吧茶馆
拾刻O'Clock咖啡桌游吧,其他休闲场馆
拾玖NINETEEN·BAR,酒吧茶馆
拾久运动馆,其他体育场馆
拾记长安·唐风酒馆儿,酒吧茶馆
拾欢小剧场,剧场
拾光瑜伽普拉提,其他体育场馆
拾光私人影院,电影院
拾光书店·咖啡,咖啡厅
拾光书店(北外店),书店
拾光美院创想艺术中心,培训机构
拾光买卖街(圆明园),集市市场
拾光咖啡馆,咖啡厅
拾光轰趴别墅团建聚会KTV桌游年会(枫露皇苑3号店),其他休闲场馆
拾光轰趴KTV桌游VR团建聚会(亦庄店),其他休闲场馆
拾光别墅轰趴团建聚会年会(大兴店),其他休闲场馆
拾光time自助式私享空间,电影院
拾光Bar,酒吧茶馆
拾光·沉浸剧本推理演绎馆,其他休闲场馆
拾贰酒吧,酒吧茶馆
拾贰beer bar,酒吧茶馆
拾贰·手作·团建·礼品定制,其他休闲场馆
拾豆咖啡,咖啡厅
拾捌响,酒吧茶馆
拾捌BAR,酒吧茶馆
实验中学羽毛球馆,其他体育场馆
实验剧场,剧场
实睿艺童成长中心,培训机构
实华饭店康体中心,其他体育场馆
实很放思空间,
实感射击体验馆(万达广场店),其他体育场馆
实感射击馆,其他体育场馆
实创科技园1号楼,产业园区
实诚庹通击剑训练中心,其他体育场馆
实诚天地商厦,综合商场
实诚人家农家院(特色民宿密关路分店),其他休闲场馆
时之城,其他休闲场馆
时越台球,其他体育场馆
时悦酒馆,酒吧茶馆
时雨轩茶文玩,酒吧茶馆
时雨轩茶楼(苏庄一里小区店),酒吧茶馆
时瑜伽,其他体育场馆
时壹羽毛球馆,其他体育场馆
时腾商务酒店·咖啡厅,咖啡厅
时糖智能自拍屋,其他休闲场馆
时尚星直播基地,其他休闲场馆
时尚台球俱乐部,体育俱乐部
时尚全球购空本瑜伽,其他体育场馆
时尚妈咪产后修复中心,其他休闲场馆
时尚广场,综合商场
时尚购物广场新,综合商场
时尚殿堂·汽车驾驶,其他休闲场馆
时尚百货,综合商场
时尚258广场,综合商场
时空咖啡,咖啡厅
时空胶囊Lab·肌理画·流体熊·霓虹灯,其他休闲场馆
时刻健身新空间,其他体育场馆
时酒吧,酒吧茶馆
时节堂,咖啡厅
时间之外休闲驿站,其他休闲场馆
时间寻本剧本杀推理馆,其他休闲场馆
时间旅行展,其他休闲场馆
时间裂缝推理剧场,剧场
时间剧场TIME THEATRE,酒吧茶馆
时间几何咖啡·丽都会客厅,咖啡厅
